added_route_id,trip_id
441,53410246
442,53410246
441,53410248
442,53410248
441,53443571
442,53443571
441,53443579
442,53443579
441,53443580
442,53443580
441,53443600
442,53443600
441,53443605
442,53443605
441,53443611
442,53443611
441,53443614
442,53443614
441,53443618
442,53443618
441,53443621
442,53443621
441,53443626
442,53443626
441,53443627
442,53443627
441,53443632
442,53443632
441,53443639
442,53443639
441,53443642
442,53443642
441,53443648
442,53443648
441,53443658
442,53443658
441,53443668
442,53443668
441,53443671
442,53443671
441,53443675
442,53443675
441,53443979
442,53443979
441,53443983
442,53443983
441,53443985
442,53443985
441,53443986
442,53443986
441,53443987
442,53443987
441,53443988
442,53443988
441,53443991
442,53443991
441,53403196
442,53403196
441,53403200
442,53403200
441,53403202
442,53403202
441,53403204
442,53403204
441,53403207
442,53403207
441,53403208
442,53403208
441,53403211
442,53403211
441,53403218
442,53403218
441,53403220
442,53403220
441,53403222
442,53403222
441,53403232
442,53403232
441,53403239
442,53403239
441,53403245
442,53403245
441,53403247
442,53403247
441,53403248
442,53403248
441,53403253
442,53403253
441,53403256
442,53403256
441,53403263
442,53403263
441,53403276
442,53403276
441,53403314
442,53403314
441,53403612
442,53403612
441,53403613
442,53403613
441,53403614
442,53403614
441,53403616
442,53403616
441,53403621
442,53403621
441,53403622
442,53403622
441,53409639
442,53409639
441,53409640
442,53409640
441,53409642
442,53409642
441,53409644
442,53409644
441,53410242
442,53410242
441,53410243
442,53410243
441,53410245
442,53410245
441,53410247
442,53410247
441,53443586
442,53443586
441,53443590
442,53443590
441,53443592
442,53443592
441,53443594
442,53443594
441,53443597
442,53443597
441,53443598
442,53443598
441,53443601
442,53443601
441,53443608
442,53443608
441,53443610
442,53443610
441,53443612
442,53443612
441,53443622
442,53443622
441,53443629
442,53443629
441,53443635
442,53443635
441,53443637
442,53443637
441,53443638
442,53443638
441,53443643
442,53443643
441,53443646
442,53443646
441,53443653
442,53443653
441,53443666
442,53443666
441,53443704
442,53443704
441,53443980
442,53443980
441,53443981
442,53443981
441,53443982
442,53443982
441,53443984
442,53443984
441,53443989
442,53443989
441,53443990
442,53443990
62,53145733
76,53145733
62,53145737
76,53145737
62,53145751
76,53145751
62,53145756
76,53145756
62,53145758
76,53145758
62,53145759
